usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,phi_1,phi_2,phi_3,phi_4
87,5,0,1894,220,173,3.4,1,164014,22150,1,190,1120559,0.593979522,0.554716786,0.644277711,0.907070399
96,2,1,823,62,45,0.4,0.4,89883,10946,1.2,957,1123065,0.595307888,0.555417703,0.644582093,0.907562867
96,4,2,945,92,92,0.2,0.2,116107,76904,2.2,1454,1123400,0.595485463,0.555511262,0.644622773,0.907628501
95,2,1,1962,109,81,0.6,0.4,362384,25518,1.4,1226,1123963,0.595783895,0.555668424,0.644691137,0.907738702
70,9,6,2956,229,131,2,2,1032179,232843,2,135,1125093,0.596382879,0.555983585,0.644828331,0.907959489
77,10,1,1668,135,109,7.82,21.24,62480,37958,2.3,514,1125341,0.596514337,0.556052703,0.644858437,0.908007874
89,12,1,2687,132,162,1.6,2.2,101289,34127,1.5,452,1125610,0.596656927,0.556127654,0.644891092,0.908060327
96,2,1,534,110,50,1,0.4,450000,9302,1.6,6789,1126376,0.597062964,0.556340968,0.644984072,0.908209529
93,3,1,363,32,28,1.6,1.6,53787,31694,1,11943,1127086,0.597439317,0.556538535,0.645070244,0.908347608
78,5,1,5290,300,320,0,0.2,214690,646119,2,302,1127178,0.597488084,0.556564124,0.645081409,0.908365484
90,13,7,2844,180,160,1,0.4,27538,25232,2,2404,1127214,0.597507167,0.556574137,0.645085778,0.908372478
90,2,0,2277,207,92,1.2,1.6,84870,52712,2,280,1127333,0.597570245,0.556607232,0.64510022,0.908395595
92,1,0,1616,156,60,0.8,0.8,78137,43494,1.2,375,1127992,0.597919564,0.556790429,0.645180191,0.908523501
94,4,0,840,52,39,0.8,1.6,16329,16867,1.2,367,1128000,0.597923805,0.556792652,0.645181162,0.908525053
91,1,1,1533,131,178,0.2,0.2,270299,208321,2,464,1128345,0.598106681,0.556888509,0.645223025,0.908591943
94,2,1,1922,108,60,0.6,0.4,302647,12972,1.6,1014,1128370,0.598119932,0.556895454,0.645226059,0.908596788
91,3,1,487,57,30,1.8,1.8,61441,17508,1.2,8318,1128417,0.598144846,0.556908509,0.645231762,0.908605896
87,5,0,2500,251,347,3.4,1,97385,28939,3.4,2016,1128728,0.598309699,0.556994883,0.645269497,0.908666142
89,3,1,3144,224,161,1,0.8,262412,28163,2.2,646,1129635,0.598790476,0.557246624,0.645379538,0.908841618
89,27,25,1365,61,45,1.4,1.6,23523,5039,2,3765,1129762,0.598857796,0.557281854,0.645394944,0.908866162
84,8,1,2455,358,328,6.4,1.8,187112,16175,3.2,6117,1130125,0.599050213,0.557382525,0.64543898,0.908936278
0,24,18,3457,401,226,1,0.8,137036,87730,222,84,1130147,0.599061875,0.557388626,0.645441649,0.908940525
97,1,1,194,15,23,0.2,0.2,585,16000,3,579,1130344,0.599166299,0.557443243,0.645465545,0.908978553
89,16,5,2225,154,149,3.2,1,97741,8806,1,4318,1131931,0.600007527,0.557882822,0.645658028,0.909284316
90,7,1,2041,114,70,1.8,1.8,213673,25915,1.8,242,1132680,0.600404553,0.558090033,0.645748856,0.909428268
95,3,1,860,141,69,0.8,0.8,146075,148050,4,828,1134814,0.601535731,0.558679519,0.646007579,0.909837152
88,3,0,2015,204,75,1,1.2,283228,16189,1.7,125,1219461,0.64640493,0.581040308,0.656199865,0.924650217
78,28,19,2613,325,161,7.2,5.4,70661,96586,1.5,994,1290687,0.684160002,0.598407303,0.664666533,0.935211956
93,2,0,1975,207,156,0.4,1.6,7621,71396,1.7,188,1292381,0.685057948,0.598805254,0.664866642,0.935444243
88,50,71,3455,355,202,0.8,0.8,103830,53977,2.4,646,1294933,0.686410697,0.599403482,0.665167993,0.93579261
63,49,34,3932,302,148,9.16,20.52,706527,105716,3,170,1300291,0.689250835,0.60065448,0.665800251,0.936517912
83,2,1,4242,319,121,0.8,0.6,1392751,146008,2.8,2826,1304056,0.691246565,0.601529509,0.666244174,0.937022666
91,7,3,1360,115,99,2.4,3.4,80145,22427,1.8,495,1304138,0.691290031,0.60154853,0.666253839,0.937033615
93,4,1,809,99,91,2,0.8,63513,61487,1.2,7583,1307638,0.693145291,0.602358934,0.666666247,0.93749916
97,2,1,254,22,17,0.4,1.6,92792,26468,2,3774,1309147,0.693945173,0.602707455,0.666843975,0.937698813
95,6,3,2148,175,101,0.6,0.6,27775,63949,2.2,1902,1309459,0.694110557,0.602779449,0.666880716,0.937740014
93,38,56,1193,88,85,0.2,0.2,6800,23963,2.6,765,1309614,0.694192718,0.602815207,0.666898968,0.937760472
76,2,1,5919,314,357,1.2,1.2,262742,668483,2,283,1310239,0.694524014,0.602959335,0.66697256,0.937842896
87,4,2,2129,169,184,1.2,2.6,220260,280690,5,1332,1311257,0.69506363,0.603193898,0.667092408,0.937976915
92,5,5,1958,262,135,0.2,0.2,772197,709935,3.2,3411,1312821,0.695892666,0.6035538,0.667276495,0.938182252
85,35,50,2797,323,269,0.2,0.2,192178,238685,3,2121,1313083,0.696031546,0.603614035,0.667307328,0.938216583
88,21,24,371,23,34,0.8,0.8,33625,42048,1,1957,1313874,0.696450835,0.603795794,0.667400407,0.938320116
82,8,1,4069,282,257,2.99,2.59,152071,227909,1,151,1314590,0.696830368,0.603960195,0.66748465,0.938413683
96,1,1,295,34,34,0.8,0.8,104999,14568,2.2,4578,1317042,0.69813011,0.604522304,0.667773063,0.938733037
98,2,1,205,11,24,0.4,2.6,7354,21644,1.2,7382,1317531,0.698389316,0.60463424,0.667830566,0.938796527
96,2,1,1804,90,94,0.4,1.8,31422,86746,4.6,2120,1318669,0.698992541,0.604894523,0.667964368,0.938944026
79,64,66,2938,167,91,5.01,13.03,259358,47170,3.2,223,1319302,0.699328078,0.605039175,0.668038782,0.939025917
74,28,3,4965,359,201,7.6,8.2,516710,71332,5.4,364,1320174,0.699790303,0.605238292,0.668141278,0.939138548
96,1,1,694,30,35,0.6,1,7099,110246,1.2,6825,1322147,0.700836139,0.605688174,0.668373129,0.93939262
77,58,73,4483,795,436,1.4,2.8,124437,16244,3.8,373,1322598,0.701075203,0.605790886,0.668426115,0.939450548
86,3,0,1960,164,105,0.6,0.8,186247,42768,3.8,136,1323394,0.701497142,0.605972056,0.668519624,0.939552655
98,0,0,200,31,21,0.2,0.2,21262,5539,1,6934,1325832,0.702789463,0.606526048,0.668805942,0.939864317
88,17,12,3647,405,211,0.4,0.6,143002,79976,3,151,1326243,0.703007324,0.606619307,0.668854197,0.939916699
72,21,9,5903,165,114,3.2,10.4,70199,59637,4.6,6628,1327385,0.703612668,0.606878235,0.66898826,0.940062007
92,1,0,3516,251,138,0.2,0.2,219873,204131,3.6,4032,1327763,0.703813036,0.606963874,0.669032629,0.940110027
95,1,0,1222,67,113,0.4,0.4,12403,35778,1,387,1329721,0.704850922,0.60740696,0.669262405,0.940358146
91,4,2,2106,213,124,1.4,2.8,17914,23884,2,999,1330362,0.7051907,0.607551826,0.669337611,0.940439151
81,6,1,2214,308,213,3.61,5.01,918058,137988,1,281,1331363,0.705721304,0.607777867,0.669455036,0.94056543
86,49,64,2339,224,77,2.6,3,221330,25672,2.6,160,1331986,0.70605154,0.607918436,0.669528108,0.940643888
74,19,7,6892,355,202,2.2,8.8,172921,81519,4.2,943,1334266,0.70726011,0.608432131,0.669795462,0.940930138
65,48,1,3221,243,128,10.8,31,562196,29018,3.5,285,1334416,0.707339621,0.608465886,0.669813047,0.940948922
87,21,12,2619,442,199,1.2,1.2,546478,130566,4.8,218,1335558,0.707944966,0.608722706,0.669946913,0.941091734
98,11,16,136,10,19,0.2,0.2,426,14960,1,8504,1337281,0.708858284,0.609109631,0.670148833,0.941306549
83,25,18,2182,499,165,1.2,2.6,929960,613173,2.6,240,1338384,0.709442956,0.609356976,0.670278062,0.941443654
82,8,1,2685,221,82,3.79,5.19,242335,67322,1,99,1339018,0.709779023,0.609499026,0.67035233,0.941522316
92,4,0,943,132,122,2.4,0.8,64603,15178,2,7658,1341744,0.711224005,0.610108774,0.670671564,0.941859337
89,2,0,453,43,36,2.2,2.2,136424,57700,2,6264,1343698,0.71225977,0.610544823,0.670900294,0.942099719
0,2,0,1508,389,229,0.4,0.6,635277,571460,413,91,1346128,0.713547851,0.611085911,0.671184631,0.942397272
88,5,0,3971,326,209,1.8,0.8,416863,78149,6.4,311,1365789,0.723969642,0.615416055,0.67348056,0.944749198
94,2,0,1119,83,53,0.8,1.4,27734,18778,1.3,665,1366637,0.724419145,0.615600924,0.6735794,0.94484845
97,1,1,246,44,26,0.2,0.2,23591,9714,1.2,8312,1369906,0.726151957,0.616312134,0.673960279,0.945229397
84,1,0,3894,274,146,0.2,0.2,260849,109891,3,148,1370315,0.726368758,0.616400955,0.674007916,0.945276873
88,3,2,1721,202,219,2,2,44461,264825,2.2,757,1371010,0.726737159,0.616551803,0.674088857,0.945357454
90,9,2,2004,131,96,1.6,1.6,203406,80867,2.6,1017,1371331,0.726907313,0.61662144,0.674126237,0.945394632
96,1,0,1160,161,66,0.2,0.2,166384,133012,3,1031,1372560,0.727558775,0.616887852,0.674269334,0.94553674
97,1,0,304,33,19,0.8,3.2,65141,6647,2,606,1372950,0.727765504,0.616972326,0.674314736,0.945581758
60,26,13,6511,707,426,8.2,15.6,347219,141663,1.7,185,1375040,0.728873359,0.617424461,0.67455799,0.945822374
96,13,19,746,39,19,0.2,0.2,107834,10108,1.4,553,1375566,0.729152178,0.617538105,0.674619196,0.945882763
93,2,0,2037,159,120,0.4,0.4,133558,48781,3.8,432,1376259,0.729519519,0.617687739,0.674699826,0.945962222
97,1,0,1925,88,96,0.2,0.2,3715,12124,2,1414,1378088,0.730489025,0.61808217,0.674912577,0.946171376
98,2,1,200,14,17,0.4,0.4,790,7577,1,7314,1382502,0.732828773,0.619031137,0.67542572,0.946672806
91,2,0,3174,430,189,0.4,1.4,258274,192465,4.4,239,1382574,0.732866939,0.619046582,0.675434087,0.946680947
90,6,1,3382,153,140,0.8,2.2,69020,50599,3.8,2853,1383296,0.733249652,0.619201401,0.675517981,0.946762508
68,27,18,3872,342,296,6.39,6.19,402584,268770,2,118,1386293,0.734838285,0.619842871,0.675866102,0.947099734
97,16,24,195,12,17,0.4,1.2,1216,10442,1,7917,1387750,0.735610603,0.62015404,0.676035271,0.947262905
92,1,0,302,57,24,0.2,0.2,253775,4639,1.8,489,1388909,0.736224959,0.620401246,0.676169808,0.947392343
80,3,0,862,78,209,2,2.6,267700,63938,2.8,2242,1388955,0.736249343,0.620411052,0.676175147,0.947397473
87,6,2,1965,103,93,2.2,2.4,24422,25113,1,2197,1396782,0.740398234,0.622073054,0.677082933,0.948263237
92,2,1,2454,77,73,0.2,0.2,112866,26523,2.6,301,1398045,0.741067718,0.622340046,0.677229293,0.948401599
83,8,2,3907,359,271,4.8,1.4,164803,29992,2.6,288,1399029,0.741589311,0.622547828,0.677343297,0.94850914
95,0,0,801,217,165,0.2,0.2,144435,129531,2.2,2141,1399072,0.741612104,0.622556903,0.677348278,0.948513834
91,7,2,2595,142,142,1.8,3.4,261645,135818,4.4,1476,1402544,0.743452522,0.623288421,0.677750366,0.948891466
97,1,0,914,71,56,0.2,0.2,1297,13687,3.3,1511,1404134,0.74429534,0.623622588,0.677934414,0.949063476
80,4,1,2965,289,198,3.4,1.2,374749,14956,2.8,582,1404438,0.744456483,0.62368642,0.677969597,0.949096298
83,2,1,3440,219,187,0.6,0.6,163473,64164,1.8,735,1407235,0.745939101,0.62427282,0.678293206,0.949397286
87,39,48,3006,235,235,2.8,1,110395,14018,3.4,4526,1409661,0.747225061,0.624780139,0.678573753,0.94965691
81,8,1,2372,342,317,7.2,2,188778,93028,1.2,6825,1410040,0.747425959,0.624859285,0.67861757,0.949697349
97,31,40,595,89,57,0.2,0.2,2336,11981,2,1187,1415659,0.750404447,0.626029262,0.67926682,0.950293095
95,1,0,1617,143,112,0.4,0.6,12219,3838,2,365,1437877,0.762181637,0.630593068,0.681827203,0.952580421
96,2,1,523,52,37,0.4,0.4,176128,68253,1,8054,1442749,0.764764159,0.631580696,0.682387189,0.953067747
77,124,144,2255,343,257,5.4,4.6,192880,52201,1,143,1443330,0.765072133,0.631698161,0.682453934,0.953125527
98,2,1,193,15,14,0.2,0.2,6997,4123,1,7288,1445123,0.766022556,0.63206025,0.682659865,0.953303391
91,46,62,1299,155,138,2,1.4,56106,32993,1.5,2632,1446538,0.766772611,0.632345559,0.682822332,0.953443281
83,25,4,4644,230,177,1.2,2,243774,58431,9.8,305,1447282,0.767166986,0.632495417,0.682907738,0.953516666
98,0,0,158,10,18,0.2,0.2,426,6555,1,6132,1447882,0.767485031,0.63261619,0.682976604,0.953575763
86,11,3,5355,217,189,1,2.6,69167,77462,3,928,1458098,0.77290027,0.634661829,0.684147946,0.954570542
78,26,3,3342,348,186,2.2,6.6,332149,186456,1.5,143,1458336,0.773026427,0.634709245,0.684175207,0.954593461
0,8,6,1168,129,88,0.8,0.6,135994,31885,133,94,1504933,0.797726299,0.643786519,0.689487905,0.958865103
89,0,0,2743,95,99,0.2,0.2,3089,5280,2,628,1509966,0.800394163,0.644742944,0.69005879,0.959301737
70,25,16,4669,463,327,2.2,1.8,330037,140092,11,146,1512482,0.80172783,0.645219345,0.690343959,0.95951827
67,83,47,5277,407,342,7.39,17.37,372409,262232,2.6,389,1513158,0.80208616,0.645347151,0.690420554,0.959576252
98,2,1,210,25,32,0.2,0.2,11974,22876,1.2,6169,1513603,0.802322043,0.645431238,0.69047097,0.959614375
90,32,48,1404,116,87,0.2,0.2,15887,59172,3.7,154,1514932,0.803026512,0.645682154,0.690621509,0.959728016
96,13,21,1036,58,37,0.2,0.2,46946,7024,1,5663,1515243,0.803191365,0.645740826,0.690656731,0.959754563
91,27,39,2887,137,81,0.6,0.6,40273,39759,1.4,308,1515450,0.803301091,0.645779867,0.690680173,0.959772223
96,3,0,720,53,49,0.4,1,98131,24861,2.4,4785,1515992,0.803588391,0.645882056,0.690741549,0.959818426
74,7,1,1950,180,97,5.99,6.19,397379,148245,1.6,365,1517030,0.804138608,0.646077613,0.690859073,0.959906763
83,9,7,2677,342,151,1,3,371257,343169,1,252,1517352,0.804309292,0.646138239,0.690895525,0.959934127
87,1,0,5838,448,248,0.2,0.2,114398,54983,1,279,1518690,0.805018531,0.646389954,0.691046969,0.960047631
89,22,5,2289,161,173,1.8,1.4,171495,107789,2.2,663,1521075,0.806282759,0.646837847,0.691316818,0.960249156
94,33,47,562,92,36,0.4,1.8,292680,26315,1,599,1522307,0.80693581,0.647068815,0.69145616,0.960352857
98,1,1,341,52,40,0.6,0.6,29813,24090,2.2,381,1522429,0.807000479,0.647091672,0.691469957,0.960363112
86,5,0,1998,292,242,4.2,1.2,132678,19310,3,634,1522648,0.807116565,0.647132696,0.691494722,0.960381513
97,1,0,397,159,60,0.6,0.4,61210,20054,1.2,6170,1522802,0.807198197,0.647161538,0.691512136,0.960394447
98,1,1,205,23,35,0.2,0.2,7434,8785,1,7263,1522802,0.807198197,0.647161538,0.691512136,0.960394447
86,4,1,769,95,96,0.4,0.4,183897,306485,4,182,1523256,0.807438851,0.647246543,0.691563471,0.960432553
91,40,55,2814,152,125,0.8,0.8,36577,47134,3.8,1048,1523264,0.807443091,0.647248041,0.691564375,0.960433225
90,83,81,2582,170,159,1,1,66580,202445,1.5,271,1523474,0.807554407,0.647287348,0.691588119,0.960450838
98,1,0,311,58,35,0.2,0.2,1820,10295,1,1900,1524160,0.807918038,0.647415695,0.691665673,0.960508321
84,42,58,3615,229,134,1,1.2,20581,29381,2.2,168,1524755,0.808233432,0.64752695,0.691732932,0.960558112
94,2,0,1307,130,68,0.8,1,23161,18709,1.3,1940,1525033,0.808380793,0.647578909,0.691764354,0.960581354
91,10,10,1752,206,116,0.6,0.4,492823,51586,1,168,1525677,0.80872216,0.647699223,0.691837138,0.960635142
89,4,1,5408,239,218,0.8,2,320857,97794,3,2889,1526027,0.808907687,0.64776458,0.69187669,0.960664344
93,16,24,288,68,40,0.4,0.6,229547,216569,2.4,3570,1527192,0.809525223,0.64798197,0.692008323,0.960761388
86,1,0,388,76,51,0.2,0.2,325605,240758,2.8,143,1527883,0.809891504,0.648110798,0.692086384,0.960818836
82,33,23,2813,214,134,1.2,1,359038,138798,8,461,1527998,0.809952463,0.64813223,0.692099374,0.960828388
92,0,0,1945,140,120,0.2,0.2,55721,87368,1.2,317,1529123,0.810548797,0.648341769,0.692226437,0.960921714
85,2,0,2935,172,103,1.2,1.8,499502,171548,5.6,143,1529242,0.810611875,0.64836392,0.692239876,0.960931573
90,2,0,2055,239,173,0.8,0.8,106521,135119,2.8,419,1531704,0.811916918,0.648821653,0.692517837,0.961134985
95,0,0,239,44,33,0.2,0.2,248037,108579,1,5759,1532051,0.812100854,0.648886082,0.692557003,0.961163569
85,14,10,1344,118,74,1.6,2.6,321978,46937,1,1767,1532344,0.812256166,0.648940467,0.692590071,0.961187688
91,7,1,1650,160,126,0.4,0.4,33712,61936,2,430,1532469,0.812322425,0.648963664,0.692604178,0.961197974
82,3,0,3320,294,227,2.2,4.19,79618,108101,1,296,1533294,0.812759736,0.649116698,0.692697275,0.961265789
81,30,15,2926,269,233,5,4.6,198456,55428,3.8,7949,1533346,0.8127873,0.64912634,0.692703143,0.961270059
91,0,0,216,14,20,0.2,0.2,452,5432,1.4,974,1533365,0.812797372,0.649129863,0.692705287,0.961271619
89,2,0,1687,66,57,1.8,3.8,145191,83587,1.6,762,1533838,0.813048097,0.649217543,0.692758655,0.96131044
76,8,0,3741,238,175,6.8,20,43717,46291,1,202,1534064,0.813167894,0.649259423,0.692784152,0.961328975
0,23,18,2996,257,265,1.4,1.6,170904,76164,212,81,1534331,0.813309423,0.649308888,0.692814274,0.961350862
97,1,1,241,18,24,0.2,0.2,7016,10288,1.4,7398,1534987,0.813657152,0.649430369,0.692888273,0.961404582
98,0,0,319,61,37,0.2,0.2,1695,5584,2,253,1535051,0.813691077,0.649442217,0.692895492,0.961409819
56,21,6,5456,485,304,11.4,11,390051,40479,1,530,1536157,0.814277339,0.649646848,0.69302023,0.961500208
79,6,1,3959,659,573,3,1.4,569326,396615,2,427,1536720,0.814575771,0.649750931,0.693083715,0.961546139
95,1,1,2021,93,96,0.2,0.2,105905,9499,2,630,1537186,0.814822786,0.64983704,0.693136257,0.961584115
77,4,1,7225,252,310,1.4,1.4,164847,565690,2.3,299,1537914,0.81520868,0.649971486,0.69321833,0.961643367
81,5,1,2433,194,142,1.4,1.4,346692,122775,1.5,875,1538338,0.815433431,0.650049747,0.693266125,0.961677834
97,26,39,219,15,17,0.2,0.2,15074,10163,1,6879,1538782,0.815668784,0.650131667,0.693316171,0.961713894
89,32,47,2093,164,129,1.2,3.8,94847,16603,1.4,440,1539776,0.816195678,0.650314938,0.693428192,0.9617945
80,5,0,2846,512,341,4.8,2,330346,186516,6.8,3606,1539835,0.816226952,0.650325811,0.69343484,0.961799279
98,1,1,171,11,15,0.2,0.2,7005,10148,1,8533,1540261,0.816452764,0.650404298,0.693482842,0.961833768
77,20,9,5998,660,226,2.2,4.79,194430,88620,2.2,1115,1540277,0.816461245,0.650407246,0.693484645,0.961835063
56,70,56,5250,502,280,9.58,22.36,1454742,74995,2,609,1540493,0.816575741,0.65044703,0.693508982,0.961852538
92,3,1,802,52,65,1.2,3.2,56074,212985,1.2,6933,1540502,0.816580512,0.650448687,0.693509996,0.961853266
97,7,1,606,58,77,0.2,0.2,5240,61640,2,594,1541160,0.816929301,0.65056983,0.693584127,0.961906449
98,2,1,823,27,26,0.2,0.2,18803,20002,1,4624,1541389,0.817050688,0.650611973,0.693609925,0.961924941
95,2,1,457,39,27,0.4,0.4,7987,5076,2.2,1354,1541683,0.81720653,0.650666064,0.693643042,0.961948668
97,2,1,234,36,15,0.2,0.2,214764,14692,1.2,7280,1542608,0.817696848,0.650836153,0.693747226,0.962023224
92,2,0,1623,102,104,0.6,2.2,121229,71410,1,170,1542878,0.817839968,0.650885772,0.693777633,0.962044958
86,6,4,2763,249,112,1.6,3.2,132672,25607,1,320,1542915,0.817859581,0.650892571,0.6937818,0.962047936
90,7,1,1796,112,99,1.4,3.19,218630,187867,3,239,1544565,0.818734204,0.651195515,0.693967581,0.962180479
90,47,55,891,72,57,2,4.59,161768,38142,1,309,1544618,0.818762298,0.651205239,0.693973547,0.962184728
78,15,9,5763,322,275,4.2,3.4,225329,158009,6.2,1164,1544899,0.818911249,0.651256781,0.69400518,0.962207252
79,46,56,3635,367,264,4.98,2.39,229971,82665,3,873,1545994,0.81949168,0.651457503,0.694128427,0.962294895
97,0,0,201,26,25,0.2,0.2,587,8785,1,1308,1546706,0.819869093,0.651587907,0.694208551,0.962351773
91,53,75,1345,98,108,0.4,0.4,16472,65359,4.4,1432,1546898,0.819970867,0.651623057,0.694230156,0.962367096
88,4,0,2781,263,222,2.6,1.2,245197,44762,1.7,2744,1547094,0.820074762,0.651658933,0.69425221,0.962382732
86,14,0,1654,95,62,2,2.4,189881,134834,6.4,168,1547120,0.820088544,0.651663692,0.694255135,0.962384806
90,39,52,2527,138,89,0.8,3.4,265344,41496,1.3,677,1547544,0.820313295,0.651741276,0.69430284,0.962418607
98,1,1,465,22,28,0.2,0.2,11366,12964,1.2,6848,1548314,0.820721452,0.651882093,0.694389463,0.962479913
77,11,0,2995,400,336,8,3.8,269385,80555,4.6,242,1548725,0.820939313,0.651957215,0.694435694,0.962512596
92,11,8,3549,168,140,0.4,0.4,13296,40833,1.2,1524,1551894,0.822619118,0.652535462,0.694792023,0.962763637
83,6,0,3018,417,241,2,2.59,1224535,193082,1.3,406,1555064,0.824299454,0.653112169,0.695148232,0.963013076
92,95,111,1137,136,93,1,0.8,70872,33897,2,859,1557714,0.825704151,0.653592957,0.69544583,0.963220314
93,3,0,3312,213,128,0.4,1,28611,70352,2.2,2479,1575016,0.834875496,0.656702851,0.69738484,0.964545139
0,77,90,4219,652,595,1.39,1.39,96821,46895,134,85,1575800,0.835291074,0.656842579,0.697472536,0.964604027
87,29,41,2498,140,150,1.4,1.6,119383,32297,3.4,3996,1576858,0.835851893,0.657030979,0.697590858,0.96468334
97,1,0,346,61,23,0.2,0.2,382940,19927,1.8,8016,1578943,0.836957098,0.657401714,0.697823959,0.964839124
98,2,1,261,40,26,0.2,0.2,197151,24724,1.2,7110,1582806,0.839004775,0.658086693,0.698255569,0.96512594
83,7,2,1948,302,236,5.59,2.2,390970,260428,2.4,3458,1596098,0.846050522,0.660424863,0.699737994,0.966095072
91,3,1,1490,147,111,1.4,4,29410,32328,1.8,1147,1597289,0.846681841,0.660632963,0.69987062,0.966180583
80,55,59,5513,327,213,0.4,0.4,122053,99901,1.2,228,1598547,0.847348674,0.660852519,0.700010671,0.966270671
89,52,36,3084,203,389,2.8,2.8,94519,116569,2.4,1632,1599931,0.848082297,0.66109377,0.700164706,0.966369504
87,1,0,1948,124,113,0.6,1.2,63813,74699,1,464,1601232,0.848771924,0.661320271,0.700309462,0.966462146
89,1,0,2711,144,118,1.4,1.6,161993,56924,2.6,152,1602693,0.849546362,0.661574302,0.700471973,0.966565877
80,6,2,2285,177,191,4,3.2,84430,214977,2.8,717,1603837,0.850152767,0.661772975,0.700599188,0.966646877
95,14,13,1510,168,97,0.2,0.2,25438,26958,1,1088,1604088,0.850285816,0.661816537,0.700627095,0.966664622
98,1,1,192,12,33,0.2,0.2,8571,12015,1,7293,1604440,0.850472402,0.66187761,0.70066623,0.966689493
94,2,0,801,68,47,0.6,2.2,171773,20095,2.5,3020,1604600,0.850557214,0.661905365,0.700684018,0.966700791
93,3,1,2307,114,105,0.4,1.8,31281,113104,2.4,3103,1604723,0.850622413,0.661926698,0.700697692,0.966709474
58,54,34,5657,777,594,11.4,6.8,446525,68465,2,424,1606438,0.851531491,0.662223895,0.700888309,0.966830309
93,0,0,2352,82,73,0.2,0.2,3146,8482,1,608,1615507,0.856338734,0.663787676,0.701895144,0.967462034
93,1,0,3440,144,156,0.2,0.2,92394,37398,2.6,147,1629285,0.863642098,0.666138536,0.703421031,0.968398828
90,0,0,1703,158,127,0.2,0.2,5095,24264,1.6,166,1638376,0.868461003,0.66767345,0.704425364,0.969002126
94,17,25,1405,83,142,0.6,0.6,12122,157021,1.2,144,1638571,0.868564368,0.667706233,0.704446885,0.969014939
79,7,2,2862,278,150,5.61,4.81,253841,114278,2.4,1934,1640552,0.869614445,0.668038948,0.704665466,0.969144813
97,2,0,528,35,40,0.4,0.8,1229,25473,1.3,704,1641467,0.870099463,0.668192422,0.704766394,0.969204616
98,0,0,233,23,22,0.2,0.2,663,9460,2,2972,1641515,0.870124907,0.668200469,0.704771688,0.96920775
96,19,28,586,76,51,0.2,0.2,1609,13494,2,1258,1642163,0.870468395,0.668309076,0.704843152,0.969250028
80,55,61,3395,568,152,2.2,3.4,249412,37226,2.6,1223,1642790,0.870800751,0.668414102,0.70491229,0.969290881
88,20,25,419,36,32,2.2,2.2,63830,39248,1,8249,1643384,0.871115616,0.668513544,0.704977781,0.969329533
89,4,0,2197,138,131,1.4,2.2,112116,79948,1,712,1643882,0.871379593,0.668596873,0.705032681,0.969361901
90,17,16,2075,135,79,0.2,0.2,11362,23344,1,1113,1644789,0.87186037,0.668748542,0.705132655,0.969420765
99,0,0,151,11,25,0.2,0.2,439,21995,1,6737,1645728,0.87235811,0.66890543,0.705236135,0.969481586
96,1,0,1505,73,77,0.2,0.2,10196,28193,1.5,1065,1646266,0.87264329,0.668995258,0.705295414,0.969516379
78,17,7,3510,375,310,4.19,1.8,175138,78646,1.8,781,1647146,0.873109755,0.669142093,0.705392361,0.969573204
89,4,1,1602,170,162,3.4,1,77639,153502,2.2,5757,1652454,0.875923389,0.670025277,0.705976736,0.969913723
94,1,0,2514,120,99,0.8,1.2,276080,32472,1.6,205,1657448,0.87857058,0.670852318,0.706525923,0.970230618
83,7,1,2139,329,127,2.8,3.6,1001902,34497,1.2,2376,1672027,0.886298534,0.673245302,0.70812573,0.971136764
72,22,18,4418,351,216,4,5,301061,68449,2,1063,1672382,0.88648671,0.673303176,0.708164621,0.971158482
76,12,0,6188,624,408,4.99,2,137279,62736,1,328,1672688,0.886648913,0.673353048,0.708198142,0.971177188
98,0,0,195,10,16,0.2,0.2,3368,46609,1.2,6910,1673408,0.887030566,0.673470339,0.708277006,0.971221156
80,7,0,2635,588,572,0.6,2.2,647485,572968,1,169,1693584,0.897725345,0.676726192,0.710481836,0.972426325
81,65,6,2532,166,125,0.6,0.8,38998,80415,1,342,1695318,0.898644494,0.677003254,0.710670866,0.972527516
94,4,2,2318,252,116,0.4,0.4,284319,144524,3.6,669,1696866,0.899465049,0.677250231,0.710839558,0.972617539
97,1,0,801,67,72,0.2,0.2,4584,19779,1,314,1700475,0.901378087,0.677824699,0.711232618,0.972826273
75,49,57,5344,978,862,3.19,1,787806,738498,2.2,987,1701450,0.90189491,0.677979576,0.711338751,0.972882391
96,28,39,157,14,15,0.2,0.2,8738,8548,1,1882,1702059,0.902217725,0.678076246,0.711405032,0.972917384
89,5,0,2794,291,263,1.2,0.6,129608,114836,3,1403,1702410,0.902403781,0.678131938,0.71144323,0.972937532
92,8,5,1361,117,81,0.4,1.8,32845,44283,1.5,183,1703250,0.902849043,0.678265147,0.71153463,0.972985689
76,17,6,5966,274,171,2.59,6.79,27941,42226,4.6,154,1704470,0.903495734,0.678458438,0.711667347,0.973055478
87,8,0,2454,310,267,3.2,1,139403,62658,1.8,208,1705557,0.904071925,0.678630479,0.711785565,0.973117507
92,78,76,1111,155,114,0.8,0.6,116400,49458,1.5,376,1705742,0.904169988,0.678659742,0.711805682,0.97312805
90,3,0,2286,160,97,0.6,1.8,162790,78386,1.8,566,1705852,0.904228297,0.67867714,0.711817643,0.973134317
