,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7636,4.0,0.0,11.0,20.0,0.0,6.0,0.0,2.0,0.36,0.3636,0.57,0.1045,48.0,115.0,163.0
7637,4.0,0.0,11.0,21.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.62,0.194,29.0,79.0,108.0
7638,4.0,0.0,11.0,22.0,0.0,6.0,0.0,2.0,0.38,0.3939,0.62,0.1642,26.0,80.0,106.0
7639,4.0,0.0,11.0,23.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.62,0.2239,20.0,73.0,93.0
7640,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.66,0.1642,14.0,79.0,93.0
7641,4.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.2537,11.0,73.0,84.0
7642,4.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.2836,12.0,44.0,56.0
7643,4.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.66,0.2836,6.0,31.0,37.0
7644,4.0,0.0,11.0,4.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.71,0.2836,2.0,10.0,12.0
7645,4.0,0.0,11.0,5.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.67,0.2836,0.0,4.0,4.0
7646,4.0,0.0,11.0,6.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.67,0.2537,3.0,6.0,9.0
7647,4.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.67,0.2239,4.0,19.0,23.0
7648,4.0,0.0,11.0,8.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.71,0.2836,13.0,52.0,65.0
7649,4.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.72,0.1642,29.0,109.0,138.0
7650,4.0,0.0,11.0,10.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.72,0.1045,46.0,183.0,229.0
7651,4.0,0.0,11.0,11.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.63,0.1045,74.0,212.0,286.0
7652,4.0,0.0,11.0,12.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.63,0.1343,70.0,234.0,304.0
7653,4.0,0.0,11.0,13.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.6,0.194,84.0,285.0,369.0
7654,4.0,0.0,11.0,14.0,0.0,0.0,0.0,1.0,0.52,0.5,0.63,0.2537,113.0,250.0,363.0
7655,4.0,0.0,11.0,15.0,0.0,0.0,0.0,2.0,0.52,0.5,0.68,0.194,109.0,242.0,351.0
7656,4.0,0.0,11.0,16.0,0.0,0.0,0.0,2.0,0.52,0.5,0.63,0.1343,81.0,225.0,306.0
7657,4.0,0.0,11.0,17.0,0.0,0.0,0.0,2.0,0.52,0.5,0.63,0.194,35.0,168.0,203.0
7658,4.0,0.0,11.0,18.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.64,0.194,22.0,123.0,145.0
7659,4.0,0.0,11.0,19.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.72,0.1045,17.0,140.0,157.0
7660,4.0,0.0,11.0,20.0,0.0,0.0,0.0,2.0,0.52,0.5,0.68,0.1045,23.0,90.0,113.0
7661,4.0,0.0,11.0,21.0,0.0,0.0,0.0,2.0,0.48,0.4697,0.77,0.0896,11.0,94.0,105.0
7662,4.0,0.0,11.0,22.0,0.0,0.0,0.0,3.0,0.46,0.4545,0.88,0.0896,5.0,35.0,40.0
7663,4.0,0.0,11.0,23.0,0.0,0.0,0.0,3.0,0.46,0.4545,0.88,0.0896,3.0,25.0,28.0
7664,4.0,0.0,11.0,0.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.0,4.0,13.0,17.0
7665,4.0,0.0,11.0,1.0,0.0,1.0,1.0,3.0,0.46,0.4545,0.94,0.194,4.0,8.0,12.0
7666,4.0,0.0,11.0,2.0,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.194,1.0,2.0,3.0
7667,4.0,0.0,11.0,3.0,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.1343,0.0,4.0,4.0
7668,4.0,0.0,11.0,4.0,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.1343,0.0,5.0,5.0
7669,4.0,0.0,11.0,5.0,0.0,1.0,1.0,2.0,0.44,0.4394,1.0,0.0,0.0,20.0,20.0
7670,4.0,0.0,11.0,6.0,0.0,1.0,1.0,2.0,0.42,0.4242,1.0,0.0,0.0,76.0,76.0
7671,4.0,0.0,11.0,7.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.1642,17.0,229.0,246.0
7672,4.0,0.0,11.0,8.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.0,13.0,378.0,391.0
7673,4.0,0.0,11.0,9.0,0.0,1.0,1.0,2.0,0.48,0.4697,0.94,0.1045,15.0,222.0,237.0
7674,4.0,0.0,11.0,10.0,0.0,1.0,1.0,2.0,0.52,0.5,0.83,0.0,25.0,110.0,135.0
7675,4.0,0.0,11.0,11.0,0.0,1.0,1.0,2.0,0.52,0.5,0.83,0.1045,16.0,112.0,128.0
7676,4.0,0.0,11.0,12.0,0.0,1.0,1.0,2.0,0.5,0.4848,0.77,0.1343,24.0,138.0,162.0
7677,4.0,0.0,11.0,13.0,0.0,1.0,1.0,2.0,0.5,0.4848,0.77,0.1343,13.0,121.0,134.0
7678,4.0,0.0,11.0,14.0,0.0,1.0,1.0,2.0,0.48,0.4697,0.82,0.194,14.0,121.0,135.0
7679,4.0,0.0,11.0,15.0,0.0,1.0,1.0,3.0,0.44,0.4394,0.94,0.2239,15.0,93.0,108.0
7680,4.0,0.0,11.0,16.0,0.0,1.0,1.0,3.0,0.44,0.4394,0.94,0.2239,13.0,95.0,108.0
7681,4.0,0.0,11.0,17.0,0.0,1.0,1.0,3.0,0.42,0.4242,0.94,0.2985,10.0,200.0,210.0
7682,4.0,0.0,11.0,18.0,0.0,1.0,1.0,3.0,0.42,0.4242,0.88,0.194,8.0,184.0,192.0
7683,4.0,0.0,11.0,19.0,0.0,1.0,1.0,3.0,0.4,0.4091,0.94,0.194,2.0,135.0,137.0
7684,4.0,0.0,11.0,20.0,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.2239,5.0,75.0,80.0
7685,4.0,0.0,11.0,21.0,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1642,11.0,103.0,114.0
7686,4.0,0.0,11.0,22.0,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1343,6.0,72.0,78.0
7687,4.0,0.0,11.0,23.0,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1642,4.0,29.0,33.0
7688,4.0,0.0,11.0,0.0,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1045,0.0,14.0,14.0
7689,4.0,0.0,11.0,1.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.1343,1.0,5.0,6.0
7690,4.0,0.0,11.0,2.0,0.0,2.0,1.0,3.0,0.38,0.3939,1.0,0.1045,2.0,4.0,6.0
7691,4.0,0.0,11.0,3.0,0.0,2.0,1.0,3.0,0.38,0.3939,1.0,0.1045,1.0,2.0,3.0
7692,4.0,0.0,11.0,4.0,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1642,0.0,7.0,7.0
7693,4.0,0.0,11.0,5.0,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1642,1.0,17.0,18.0
7694,4.0,0.0,11.0,6.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.94,0.1045,1.0,63.0,64.0
7695,4.0,0.0,11.0,7.0,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.2239,2.0,119.0,121.0
7696,4.0,0.0,11.0,8.0,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.2239,5.0,185.0,190.0
7697,4.0,0.0,11.0,9.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.0,2.0,147.0,149.0
7698,4.0,0.0,11.0,10.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.0,6.0,46.0,52.0
7699,4.0,0.0,11.0,11.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.1343,4.0,28.0,32.0
7700,4.0,0.0,11.0,12.0,0.0,2.0,1.0,3.0,0.4,0.4091,1.0,0.0896,3.0,18.0,21.0
7701,4.0,0.0,11.0,13.0,0.0,2.0,1.0,3.0,0.42,0.4242,1.0,0.0896,4.0,22.0,26.0
7702,4.0,0.0,11.0,14.0,0.0,2.0,1.0,3.0,0.42,0.4242,1.0,0.0896,4.0,31.0,35.0
7703,4.0,0.0,11.0,15.0,0.0,2.0,1.0,3.0,0.44,0.4394,0.94,0.0,2.0,32.0,34.0
7704,4.0,0.0,11.0,16.0,0.0,2.0,1.0,3.0,0.44,0.4394,0.94,0.0,3.0,59.0,62.0
7705,4.0,0.0,11.0,17.0,0.0,2.0,1.0,3.0,0.44,0.4394,1.0,0.0896,4.0,161.0,165.0
7706,4.0,0.0,11.0,18.0,0.0,2.0,1.0,3.0,0.44,0.4394,1.0,0.0,0.0,148.0,148.0
7707,4.0,0.0,11.0,19.0,0.0,2.0,1.0,3.0,0.46,0.4545,0.94,0.1045,5.0,106.0,111.0
7708,4.0,0.0,11.0,20.0,0.0,2.0,1.0,2.0,0.46,0.4545,1.0,0.2239,6.0,121.0,127.0
7709,4.0,0.0,11.0,21.0,0.0,2.0,1.0,2.0,0.46,0.4545,1.0,0.2537,4.0,86.0,90.0
7710,4.0,0.0,11.0,22.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.94,0.194,6.0,81.0,87.0
7711,4.0,0.0,11.0,23.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.94,0.2537,3.0,36.0,39.0
7712,4.0,0.0,11.0,0.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.2537,2.0,14.0,16.0
7713,4.0,0.0,11.0,1.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.2985,0.0,8.0,8.0
7714,4.0,0.0,11.0,2.0,0.0,3.0,1.0,3.0,0.5,0.4848,0.94,0.3582,1.0,5.0,6.0
7715,4.0,0.0,11.0,3.0,0.0,3.0,1.0,3.0,0.5,0.4848,0.94,0.3582,1.0,2.0,3.0
7716,4.0,0.0,11.0,4.0,0.0,3.0,1.0,3.0,0.52,0.5,0.88,0.3582,0.0,5.0,5.0
7717,4.0,0.0,11.0,5.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.94,0.194,1.0,16.0,17.0
7718,4.0,0.0,11.0,6.0,0.0,3.0,1.0,2.0,0.44,0.4394,1.0,0.0,1.0,68.0,69.0
7719,4.0,0.0,11.0,7.0,0.0,3.0,1.0,2.0,0.46,0.4545,1.0,0.0896,2.0,154.0,156.0
7720,4.0,0.0,11.0,8.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.1045,7.0,316.0,323.0
7721,4.0,0.0,11.0,9.0,0.0,3.0,1.0,2.0,0.52,0.5,0.94,0.194,3.0,164.0,167.0
7722,4.0,0.0,11.0,10.0,0.0,3.0,1.0,2.0,0.52,0.5,0.94,0.194,6.0,70.0,76.0
7723,4.0,0.0,11.0,11.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.72,0.4179,9.0,107.0,116.0
7724,4.0,0.0,11.0,12.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.55,0.4179,9.0,151.0,160.0
7725,4.0,0.0,11.0,13.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.54,0.4925,12.0,162.0,174.0
7726,4.0,0.0,11.0,14.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.54,0.4627,13.0,200.0,213.0
7727,4.0,0.0,11.0,15.0,0.0,3.0,1.0,2.0,0.42,0.4242,0.54,0.4478,13.0,194.0,207.0
7728,4.0,0.0,11.0,16.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.62,0.4627,4.0,169.0,173.0
7729,4.0,0.0,11.0,17.0,0.0,3.0,1.0,3.0,0.38,0.3939,0.71,0.3881,7.0,156.0,163.0
7730,4.0,0.0,11.0,18.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.58,0.5224,7.0,138.0,145.0
7731,4.0,0.0,11.0,19.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.58,0.3881,6.0,116.0,122.0
7732,4.0,0.0,11.0,20.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.62,0.3881,1.0,67.0,68.0
7733,4.0,0.0,11.0,21.0,0.0,3.0,1.0,1.0,0.36,0.3182,0.57,0.4627,0.0,66.0,66.0
7734,4.0,0.0,11.0,22.0,0.0,3.0,1.0,1.0,0.34,0.303,0.61,0.4478,3.0,59.0,62.0
7735,4.0,0.0,11.0,23.0,0.0,3.0,1.0,1.0,0.34,0.303,0.61,0.3582,4.0,47.0,51.0
7736,4.0,0.0,11.0,0.0,1.0,4.0,0.0,1.0,0.32,0.303,0.57,0.2239,1.0,22.0,23.0
7737,4.0,0.0,11.0,1.0,1.0,4.0,0.0,1.0,0.32,0.2879,0.57,0.4179,1.0,23.0,24.0
7738,4.0,0.0,11.0,2.0,1.0,4.0,0.0,1.0,0.3,0.2879,0.61,0.2836,3.0,19.0,22.0
7739,4.0,0.0,11.0,3.0,1.0,4.0,0.0,1.0,0.28,0.2879,0.65,0.1343,1.0,4.0,5.0
7740,4.0,0.0,11.0,4.0,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.0896,1.0,1.0,2.0
7741,4.0,0.0,11.0,5.0,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.1045,1.0,10.0,11.0
7742,4.0,0.0,11.0,6.0,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.0896,1.0,5.0,6.0
7743,4.0,0.0,11.0,7.0,1.0,4.0,0.0,1.0,0.26,0.2727,0.75,0.1045,9.0,31.0,40.0
7744,4.0,0.0,11.0,8.0,1.0,4.0,0.0,1.0,0.3,0.3182,0.65,0.0896,4.0,42.0,46.0
7745,4.0,0.0,11.0,9.0,1.0,4.0,0.0,1.0,0.34,0.3485,0.61,0.0,13.0,68.0,81.0
7746,4.0,0.0,11.0,10.0,1.0,4.0,0.0,1.0,0.36,0.3788,0.57,0.0,34.0,64.0,98.0
7747,4.0,0.0,11.0,11.0,1.0,4.0,0.0,1.0,0.42,0.4242,0.41,0.2985,52.0,90.0,142.0
7748,4.0,0.0,11.0,12.0,1.0,4.0,0.0,1.0,0.46,0.4545,0.36,0.2239,62.0,88.0,150.0
7749,4.0,0.0,11.0,13.0,1.0,4.0,0.0,1.0,0.48,0.4697,0.33,0.2239,84.0,91.0,175.0
7750,4.0,0.0,11.0,14.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.31,0.2985,74.0,94.0,168.0
7751,4.0,0.0,11.0,15.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.31,0.2537,78.0,71.0,149.0
7752,4.0,0.0,11.0,16.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.34,0.2836,48.0,66.0,114.0
7753,4.0,0.0,11.0,17.0,1.0,4.0,0.0,1.0,0.48,0.4697,0.33,0.1045,34.0,40.0,74.0
7754,4.0,0.0,11.0,18.0,1.0,4.0,0.0,1.0,0.42,0.4242,0.5,0.0896,13.0,24.0,37.0
7755,4.0,0.0,11.0,19.0,1.0,4.0,0.0,1.0,0.4,0.4091,0.54,0.1045,15.0,13.0,28.0
7756,4.0,0.0,11.0,20.0,1.0,4.0,0.0,1.0,0.36,0.3485,0.76,0.1642,14.0,17.0,31.0
7757,4.0,0.0,11.0,21.0,1.0,4.0,0.0,1.0,0.36,0.3485,0.71,0.1642,7.0,19.0,26.0
7758,4.0,0.0,11.0,22.0,1.0,4.0,0.0,1.0,0.36,0.3485,0.71,0.1642,8.0,14.0,22.0
7759,4.0,0.0,11.0,23.0,1.0,4.0,0.0,1.0,0.34,0.3485,0.76,0.1045,2.0,19.0,21.0
7760,4.0,0.0,11.0,0.0,0.0,5.0,1.0,1.0,0.34,0.3333,0.76,0.1642,7.0,22.0,29.0
7761,4.0,0.0,11.0,1.0,0.0,5.0,1.0,1.0,0.34,0.3636,0.76,0.0,2.0,12.0,14.0
7762,4.0,0.0,11.0,2.0,0.0,5.0,1.0,1.0,0.28,0.2879,0.81,0.1045,4.0,6.0,10.0
7763,4.0,0.0,11.0,3.0,0.0,5.0,1.0,1.0,0.28,0.2879,0.75,0.1045,0.0,2.0,2.0
7764,4.0,0.0,11.0,4.0,0.0,5.0,1.0,1.0,0.3,0.3182,0.75,0.1045,4.0,3.0,7.0
7765,4.0,0.0,11.0,5.0,0.0,5.0,1.0,1.0,0.28,0.3182,0.75,0.0,2.0,3.0,5.0
7766,4.0,0.0,11.0,6.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.81,0.1045,4.0,9.0,13.0
7767,4.0,0.0,11.0,7.0,0.0,5.0,1.0,1.0,0.26,0.303,0.81,0.0,4.0,31.0,35.0
7768,4.0,0.0,11.0,8.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.81,0.1343,6.0,68.0,74.0
7769,4.0,0.0,11.0,9.0,0.0,5.0,1.0,1.0,0.32,0.3485,0.76,0.0,25.0,70.0,95.0
7770,4.0,0.0,11.0,10.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.1642,60.0,82.0,142.0
7771,4.0,0.0,11.0,11.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.66,0.1045,99.0,127.0,226.0
7772,4.0,0.0,11.0,12.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.51,0.1045,126.0,146.0,272.0
7773,4.0,0.0,11.0,13.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.45,0.2239,143.0,140.0,283.0
7774,4.0,0.0,11.0,14.0,0.0,5.0,1.0,1.0,0.52,0.5,0.39,0.2239,122.0,150.0,272.0
7775,4.0,0.0,11.0,15.0,0.0,5.0,1.0,1.0,0.52,0.5,0.36,0.194,165.0,145.0,310.0
7776,4.0,0.0,11.0,16.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.39,0.1642,122.0,139.0,261.0
7777,4.0,0.0,11.0,17.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.34,0.1045,57.0,127.0,184.0
7778,4.0,0.0,11.0,18.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.44,0.0896,45.0,108.0,153.0
7779,4.0,0.0,11.0,19.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.67,0.0,38.0,96.0,134.0
7780,4.0,0.0,11.0,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.0896,19.0,76.0,95.0
7781,4.0,0.0,11.0,21.0,0.0,5.0,1.0,1.0,0.36,0.3788,0.71,0.0,24.0,61.0,85.0
7782,4.0,0.0,11.0,22.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.71,0.0896,12.0,46.0,58.0
7783,4.0,0.0,11.0,23.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.76,0.1045,5.0,28.0,33.0
7784,4.0,0.0,11.0,0.0,0.0,6.0,0.0,1.0,0.34,0.3485,0.76,0.1045,9.0,38.0,47.0
7785,4.0,0.0,11.0,1.0,0.0,6.0,0.0,1.0,0.32,0.3333,0.76,0.0896,5.0,24.0,29.0
7786,4.0,0.0,11.0,2.0,0.0,6.0,0.0,1.0,0.3,0.3182,0.81,0.1045,3.0,20.0,23.0
7787,4.0,0.0,11.0,3.0,0.0,6.0,0.0,1.0,0.3,0.3333,0.81,0.0,8.0,9.0,17.0
7788,4.0,0.0,11.0,4.0,0.0,6.0,0.0,1.0,0.3,0.3333,0.81,0.0,0.0,4.0,4.0
7789,4.0,0.0,11.0,5.0,0.0,6.0,0.0,1.0,0.3,0.3182,0.75,0.1045,0.0,3.0,3.0
7790,4.0,0.0,11.0,6.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.75,0.0896,2.0,8.0,10.0
7791,4.0,0.0,11.0,7.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.87,0.1045,4.0,13.0,17.0
7792,4.0,0.0,11.0,8.0,0.0,6.0,0.0,1.0,0.32,0.3333,0.76,0.0896,10.0,50.0,60.0
7793,4.0,0.0,11.0,9.0,0.0,6.0,0.0,1.0,0.34,0.3485,0.76,0.0896,16.0,67.0,83.0
7794,4.0,0.0,11.0,10.0,0.0,6.0,0.0,1.0,0.36,0.3788,0.81,0.0,57.0,84.0,141.0
7795,4.0,0.0,11.0,11.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.62,0.1045,107.0,123.0,230.0
7796,4.0,0.0,11.0,12.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.51,0.0,137.0,172.0,309.0
7797,4.0,0.0,11.0,13.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.44,0.0,177.0,148.0,325.0
7798,4.0,0.0,11.0,14.0,0.0,6.0,0.0,2.0,0.48,0.4697,0.48,0.1343,141.0,158.0,299.0
7799,4.0,0.0,11.0,15.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.42,0.1045,154.0,160.0,314.0
7800,4.0,0.0,11.0,16.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.47,0.1343,137.0,138.0,275.0
7801,4.0,0.0,11.0,17.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.47,0.1343,62.0,122.0,184.0
7802,4.0,0.0,11.0,18.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.62,0.1642,67.0,118.0,185.0
7803,4.0,0.0,11.0,19.0,0.0,6.0,0.0,2.0,0.4,0.4091,0.71,0.0896,46.0,100.0,146.0
7804,4.0,0.0,11.0,20.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.58,0.0,55.0,86.0,141.0
7805,4.0,0.0,11.0,21.0,0.0,6.0,0.0,2.0,0.38,0.3939,0.82,0.0,20.0,72.0,92.0
7806,4.0,0.0,11.0,22.0,0.0,6.0,0.0,2.0,0.38,0.3939,0.76,0.0,14.0,51.0,65.0
7807,4.0,0.0,11.0,23.0,0.0,6.0,0.0,1.0,0.36,0.3788,0.81,0.0,18.0,51.0,69.0
7808,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.81,0.0,7.0,39.0,46.0
7809,4.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.81,0.0,9.0,35.0,44.0
7810,4.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.34,0.3636,0.81,0.0,9.0,22.0,31.0
7811,4.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,0.34,0.3636,0.87,0.0,9.0,8.0,17.0
7812,4.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,0.34,0.3485,0.87,0.1045,0.0,4.0,4.0
7813,4.0,0.0,11.0,5.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.87,0.194,0.0,5.0,5.0
7814,4.0,0.0,11.0,6.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.82,0.1642,0.0,9.0,9.0
7815,4.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.87,0.2239,12.0,11.0,23.0
7816,4.0,0.0,11.0,8.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.82,0.2985,6.0,36.0,42.0
7817,4.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.72,0.2836,21.0,90.0,111.0
7818,4.0,0.0,11.0,10.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.72,0.2836,58.0,131.0,189.0
7819,4.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.63,0.3582,83.0,157.0,240.0
7820,4.0,0.0,11.0,12.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.56,0.2836,63.0,193.0,256.0
7821,4.0,0.0,11.0,13.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.6,0.194,97.0,216.0,313.0
7822,4.0,0.0,11.0,14.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.43,0.4627,113.0,200.0,313.0
7823,4.0,0.0,11.0,15.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.43,0.2836,96.0,221.0,317.0
7824,4.0,0.0,11.0,16.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.52,0.2537,94.0,229.0,323.0
7825,4.0,0.0,11.0,17.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.56,0.194,37.0,167.0,204.0
7826,4.0,0.0,11.0,18.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.63,0.1642,25.0,130.0,155.0
7827,4.0,0.0,11.0,19.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.67,0.2239,30.0,109.0,139.0
7828,4.0,0.0,11.0,20.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.63,0.2537,10.0,94.0,104.0
7829,4.0,0.0,11.0,21.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.67,0.2836,13.0,75.0,88.0
7830,4.0,0.0,11.0,22.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.72,0.2537,13.0,53.0,66.0
7831,4.0,0.0,11.0,23.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.72,0.2537,5.0,27.0,32.0
7832,4.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.77,0.2836,6.0,10.0,16.0
7833,4.0,0.0,11.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.77,0.2985,1.0,12.0,13.0
7834,4.0,0.0,11.0,3.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.88,0.2239,1.0,4.0,5.0
7835,4.0,0.0,11.0,4.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.82,0.0896,0.0,4.0,4.0
7836,4.0,0.0,11.0,5.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.87,0.0,0.0,34.0,34.0
7837,4.0,0.0,11.0,6.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.82,0.0896,6.0,98.0,104.0
7838,4.0,0.0,11.0,7.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.88,0.0,7.0,270.0,277.0
7839,4.0,0.0,11.0,8.0,0.0,1.0,1.0,2.0,0.42,0.4242,0.94,0.0,13.0,394.0,407.0
7840,4.0,0.0,11.0,9.0,0.0,1.0,1.0,2.0,0.44,0.4394,0.88,0.2239,17.0,191.0,208.0
7841,4.0,0.0,11.0,10.0,0.0,1.0,1.0,2.0,0.48,0.4697,0.77,0.1343,21.0,86.0,107.0
7842,4.0,0.0,11.0,11.0,0.0,1.0,1.0,2.0,0.52,0.5,0.68,0.1045,11.0,107.0,118.0
7843,4.0,0.0,11.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.1045,13.0,165.0,178.0
7844,4.0,0.0,11.0,13.0,0.0,1.0,1.0,2.0,0.58,0.5455,0.56,0.0,25.0,137.0,162.0
7845,4.0,0.0,11.0,14.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.56,0.0,14.0,129.0,143.0
7846,4.0,0.0,11.0,15.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.6,0.1642,18.0,132.0,150.0
7847,4.0,0.0,11.0,16.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.6,0.194,24.0,240.0,264.0
7848,4.0,0.0,11.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.56,0.194,24.0,444.0,468.0
7849,4.0,0.0,11.0,18.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.64,0.2239,20.0,396.0,416.0
7850,4.0,0.0,11.0,19.0,0.0,1.0,1.0,1.0,0.54,0.5152,0.73,0.2239,4.0,260.0,264.0
